feature,n_pairs,official_nonmissing,recomputed_nonmissing,mean_abs_error,median_abs_error,max_abs_error,allclose_atol_1e_6,base_feature,location,summary_statistic
R_Amp_II,3,3,3,0.0806015577094613,0.0952392147013663,0.1335337861136705,False,R_Amp,II,mean
R_Amp_II_iqr,3,3,3,0.1448764168980378,0.1139807302759821,0.2818863506415034,False,R_Amp,II,iqr
R_Amp_II_count,3,3,3,0.0,0.0,0.0,True,R_Amp,II,count
R_Amp_III,3,3,3,0.1932206505218136,0.2447882972807519,0.3221101901050377,False,R_Amp,III,mean
R_Amp_III_iqr,3,3,3,0.2374489983854288,0.1080809610325235,0.5597566401787334,False,R_Amp,III,iqr
R_Amp_III_count,3,3,3,0.0,0.0,0.0,True,R_Amp,III,count
R_Amp_V1,3,3,3,0.0832317163285808,0.0134429426289081,0.2329935867696784,False,R_Amp,V1,mean
R_Amp_V1_iqr,3,3,3,0.037655578159213,0.0458384078343043,0.0527559512076996,False,R_Amp,V1,iqr
R_Amp_V1_count,3,3,3,0.0,0.0,0.0,True,R_Amp,V1,count
R_Amp_V2,3,3,3,0.0984996936120492,0.1230980811686125,0.1609675999423538,False,R_Amp,V2,mean
R_Amp_V2_iqr,3,3,3,0.0468824052279393,0.0392163593737517,0.086259299931426,False,R_Amp,V2,iqr
R_Amp_V2_count,3,3,3,0.0,0.0,0.0,True,R_Amp,V2,count
R_Amp_V3,3,3,3,0.0835379573886352,0.0442307852696559,0.1969272304527956,False,R_Amp,V3,mean
R_Amp_V3_iqr,3,3,3,0.0616534504590337,0.0305431089300829,0.1427107437836454,False,R_Amp,V3,iqr
R_Amp_V3_count,3,3,3,0.0,0.0,0.0,True,R_Amp,V3,count
R_Amp_V4,3,3,3,0.9243436027003762,0.0372834847743098,2.7248729464861983,False,R_Amp,V4,mean
R_Amp_V4_iqr,3,3,3,0.0329300466095051,0.0246920088623808,0.0607671180856624,False,R_Amp,V4,iqr
R_Amp_V4_count,3,3,3,0.0,0.0,0.0,True,R_Amp,V4,count
R_Amp_V5,3,3,3,0.0645642223569029,0.0278401638611026,0.1474028522293631,False,R_Amp,V5,mean
R_Amp_V5_iqr,3,3,3,0.0620410121186102,0.056318988551397,0.0828120614516682,False,R_Amp,V5,iqr
R_Amp_V5_count,3,3,3,0.0,0.0,0.0,True,R_Amp,V5,count
R_Amp_V6,3,3,3,0.0501324092800469,0.0496702173169926,0.0919547209550204,False,R_Amp,V6,mean
R_Amp_V6_iqr,3,3,3,0.0308561040208217,0.0057559522187157,0.0817144657312802,False,R_Amp,V6,iqr
R_Amp_V6_count,3,3,3,0.0,0.0,0.0,True,R_Amp,V6,count
R_Amp_aVF,3,3,3,0.1453198306737894,0.1105290570571058,0.3039283921046606,False,R_Amp,aVF,mean
R_Amp_aVF_iqr,3,3,3,0.1297216158498164,0.0960010489932219,0.2747399479027537,False,R_Amp,aVF,iqr
R_Amp_aVF_count,3,3,3,0.0,0.0,0.0,True,R_Amp,aVF,count
R_Amp_aVL,3,3,3,0.0213021439808589,0.027909333935401,0.0325604032277021,False,R_Amp,aVL,mean
R_Amp_aVL_iqr,3,3,3,0.0482507259768201,0.0529327903153467,0.0588014349454265,False,R_Amp,aVL,iqr
R_Amp_aVL_count,3,3,3,0.0,0.0,0.0,True,R_Amp,aVL,count
R_Amp_aVR,3,3,3,0.0440655010711225,0.0229491204666925,0.0968975881608891,False,R_Amp,aVR,mean
R_Amp_aVR_iqr,3,3,3,0.0857647326875257,0.0556073592755092,0.1559431669579383,False,R_Amp,aVR,iqr
R_Amp_aVR_count,3,3,3,0.0,0.0,0.0,True,R_Amp,aVR,count
RR_Mean_Global,3,3,3,11.393939393939377,8.272727272727252,20.0,False,RR_Mean,Global,mean
RR_Mean_Global_iqr,3,3,3,10.166666666666666,7.5,21.0,False,RR_Mean,Global,iqr
RR_Mean_Global_count,3,3,3,1.0,1.0,1.0,False,RR_Mean,Global,count
S_Amp_I,3,3,3,0.0362617446913485,0.0395143090639485,0.0589260492583768,False,S_Amp,I,mean
S_Amp_I_iqr,3,3,3,0.0309985217148186,0.0227822293262883,0.0622241599245073,False,S_Amp,I,iqr
S_Amp_I_count,3,3,3,0.0,0.0,0.0,True,S_Amp,I,count
S_Amp_II,3,3,3,0.0755007609282364,0.0217133047441376,0.1893581052596565,False,S_Amp,II,mean
S_Amp_II_iqr,3,3,3,0.1488811124556795,0.1228285119599863,0.2998033456068364,False,S_Amp,II,iqr
S_Amp_II_count,3,3,3,0.0,0.0,0.0,True,S_Amp,II,count
S_Amp_III,3,3,3,0.0992844847143158,0.1335265178047698,0.1514005376415288,False,S_Amp,III,mean
S_Amp_III_iqr,3,3,3,0.1601670087565454,0.1917637281538432,0.2364874885613931,False,S_Amp,III,iqr
S_Amp_III_count,3,3,3,0.0,0.0,0.0,True,S_Amp,III,count
S_Amp_V1,3,3,3,0.0266711137681431,0.0061832558125814,0.0690666895177409,False,S_Amp,V1,mean
S_Amp_V1_iqr,3,3,3,0.0531610625534311,0.049939739297592,0.0944126987148241,False,S_Amp,V1,iqr
S_Amp_V1_count,3,3,3,0.0,0.0,0.0,True,S_Amp,V1,count
S_Amp_V2,3,3,3,0.0181645349760486,0.0096444087647264,0.0415516961737646,False,S_Amp,V2,mean
S_Amp_V2_iqr,3,3,3,0.0255461847614967,0.0106273983516766,0.0578745662513038,False,S_Amp,V2,iqr
S_Amp_V2_count,3,3,3,0.0,0.0,0.0,True,S_Amp,V2,count
S_Amp_V3,3,3,3,0.0525031029318454,0.0059062864678056,0.1463931125342741,False,S_Amp,V3,mean
S_Amp_V3_iqr,3,3,3,0.053405987755989,0.0616839959271654,0.0882134754081813,False,S_Amp,V3,iqr
S_Amp_V3_count,3,3,3,0.0,0.0,0.0,True,S_Amp,V3,count
S_Amp_V4,3,3,3,0.1788587114409101,0.009534064716317,0.520416697104264,False,S_Amp,V4,mean
S_Amp_V4_iqr,3,3,3,0.0632655265266346,0.0294475385360424,0.1496452719047517,False,S_Amp,V4,iqr
S_Amp_V4_count,3,3,3,0.0,0.0,0.0,True,S_Amp,V4,count
S_Amp_V5,3,3,3,0.0500668381547297,0.0148320278388636,0.1334221617830316,False,S_Amp,V5,mean
S_Amp_V5_iqr,3,3,3,0.0322895358626444,0.0232357041551132,0.0694886624051427,False,S_Amp,V5,iqr
S_Amp_V5_count,3,3,3,0.0,0.0,0.0,True,S_Amp,V5,count
S_Amp_V6,3,3,3,0.0445105324362788,0.0349465562781833,0.0711244687009657,False,S_Amp,V6,mean
S_Amp_V6_iqr,3,3,3,0.0554483753758709,0.0600709755618388,0.0817570997939096,False,S_Amp,V6,iqr
S_Amp_V6_count,3,3,3,0.0,0.0,0.0,True,S_Amp,V6,count
S_Amp_aVF,3,3,3,0.035905016083815,0.0328570573978312,0.0437861680249178,False,S_Amp,aVF,mean
S_Amp_aVF_iqr,3,3,3,0.1504918311407177,0.165235474203853,0.2769150791566499,False,S_Amp,aVF,iqr
S_Amp_aVF_count,3,3,3,0.0,0.0,0.0,True,S_Amp,aVF,count
S_Amp_aVL,3,3,3,0.0573811581221305,0.0317707178099034,0.1318454547588673,False,S_Amp,aVL,mean
S_Amp_aVL_iqr,3,3,3,0.0834723915755588,0.0590413622522122,0.1641957668792886,False,S_Amp,aVL,iqr
S_Amp_aVL_count,3,3,3,0.0,0.0,0.0,True,S_Amp,aVL,count
S_Amp_aVR,3,3,3,0.0178026979234772,0.0107179374422678,0.0400142262623976,False,S_Amp,aVR,mean
S_Amp_aVR_iqr,3,3,3,0.058629983339427,0.0526602103254846,0.1009339977130168,False,S_Amp,aVR,iqr
S_Amp_aVR_count,3,3,3,0.0,0.0,0.0,True,S_Amp,aVR,count
T_Amp_I,3,3,3,0.1009436343727141,0.0424214237693907,0.2514429060577791,False,T_Amp,I,mean
T_Amp_I_iqr,3,3,3,0.0290441093639041,0.0381436866094065,0.0454995242564358,False,T_Amp,I,iqr
T_Amp_I_count,3,3,3,0.0,0.0,0.0,True,T_Amp,I,count
T_Amp_II,3,3,3,0.1034409599052537,0.0227302052041013,0.2853087792658584,False,T_Amp,II,mean
T_Amp_II_iqr,3,3,3,0.0768302462182525,0.0539276160689989,0.1344742472297142,False,T_Amp,II,iqr
T_Amp_II_count,3,3,3,0.0,0.0,0.0,True,T_Amp,II,count
T_Amp_III,3,3,3,0.019224283956585,0.0206890700209162,0.0218605901985124,False,T_Amp,III,mean
T_Amp_III_iqr,3,3,3,0.1366876545136656,0.1734141093630048,0.1932034083615694,False,T_Amp,III,iqr
T_Amp_III_count,3,3,3,0.0,0.0,0.0,True,T_Amp,III,count
T_Amp_V1,3,3,3,0.0138761675369228,0.0158141344039867,0.0243161849548279,False,T_Amp,V1,mean
T_Amp_V1_iqr,3,3,3,0.0558159948342025,0.0320022291249249,0.1194252021105999,False,T_Amp,V1,iqr
T_Amp_V1_count,3,3,3,0.0,0.0,0.0,True,T_Amp,V1,count
T_Amp_V2,3,3,3,0.0821950326250071,0.0850521752323045,0.1333516473356515,False,T_Amp,V2,mean
T_Amp_V2_iqr,3,3,3,0.0563010146624577,0.0620888938509924,0.080067050664742,False,T_Amp,V2,iqr
T_Amp_V2_count,3,3,3,0.0,0.0,0.0,True,T_Amp,V2,count
T_Amp_V3,3,3,3,0.0826004333602974,0.0247183613983367,0.2208804636165488,False,T_Amp,V3,mean
T_Amp_V3_iqr,3,3,3,0.0600393016808105,0.0396408459492794,0.1323702183150704,False,T_Amp,V3,iqr
T_Amp_V3_count,3,3,3,0.0,0.0,0.0,True,T_Amp,V3,count
T_Amp_V4,3,3,3,0.2247838604243653,0.0334960590542358,0.6381585895038472,False,T_Amp,V4,mean
T_Amp_V4_iqr,3,3,3,0.0624640769140396,0.0626874433868711,0.124281107875359,False,T_Amp,V4,iqr
T_Amp_V4_count,3,3,3,0.0,0.0,0.0,True,T_Amp,V4,count
T_Amp_V5,3,3,3,0.0507503259856377,0.0349197109317217,0.1077453703679197,False,T_Amp,V5,mean
T_Amp_V5_iqr,3,3,3,0.0487194773540991,0.0533882115324016,0.0883168881672297,False,T_Amp,V5,iqr
T_Amp_V5_count,3,3,3,0.0,0.0,0.0,True,T_Amp,V5,count
T_Amp_V6,3,3,3,0.0380686090577705,0.0145052568687376,0.0871389554575147,False,T_Amp,V6,mean
T_Amp_V6_iqr,3,3,3,0.0685088951831461,0.0642999008778844,0.0934812770211069,False,T_Amp,V6,iqr
T_Amp_V6_count,3,3,3,0.0,0.0,0.0,True,T_Amp,V6,count
T_Amp_aVF,3,3,3,0.0367921807026971,0.0127083207570499,0.0890397260368524,False,T_Amp,aVF,mean
T_Amp_aVF_iqr,3,3,3,0.1432456181522704,0.1696439413942952,0.2256826500083007,False,T_Amp,aVF,iqr
T_Amp_aVF_count,3,3,3,0.0,0.0,0.0,True,T_Amp,aVF,count
T_Amp_aVL,3,3,3,0.0941771068646984,0.1180536124418266,0.1475480066927431,False,T_Amp,aVL,mean
T_Amp_aVL_iqr,3,3,3,0.0894100551602252,0.0905686528318981,0.134642100101139,False,T_Amp,aVL,iqr
T_Amp_aVL_count,3,3,3,0.0,0.0,0.0,True,T_Amp,aVL,count
T_Amp_aVR,3,3,3,0.0184514801732024,0.0120778737359782,0.0416147006703672,False,T_Amp,aVR,mean
T_Amp_aVR_iqr,3,3,3,0.1109911224467418,0.05622835566461,0.2447390672093439,False,T_Amp,aVR,iqr
T_Amp_aVR_count,3,3,3,0.0,0.0,0.0,True,T_Amp,aVR,count
T_DurFull_I,3,3,3,50.7012987012987,43.27272727272728,66.28571428571428,False,T_DurFull,I,mean
T_DurFull_I_iqr,3,3,3,38.666666666666664,30.0,62.0,False,T_DurFull,I,iqr
T_DurFull_I_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,I,count
T_DurFull_II,3,3,3,49.03030303030303,66.18181818181819,72.9090909090909,False,T_DurFull,II,mean
T_DurFull_II_iqr,3,3,3,41.666666666666664,44.0,49.0,False,T_DurFull,II,iqr
T_DurFull_II_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,II,count
T_DurFull_III,3,3,3,163.7142857142857,166.36363636363637,247.1428571428571,False,T_DurFull,III,mean
T_DurFull_III_iqr,3,3,3,18.0,14.0,32.0,False,T_DurFull,III,iqr
T_DurFull_III_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,III,count
T_DurFull_V1,3,3,3,76.44155844155844,78.18181818181819,102.0,False,T_DurFull,V1,mean
T_DurFull_V1_iqr,3,3,3,59.333333333333336,67.0,81.0,False,T_DurFull,V1,iqr
T_DurFull_V1_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,V1,count
T_DurFull_V2,3,3,3,71.58441558441558,57.81818181818181,132.57142857142856,False,T_DurFull,V2,mean
T_DurFull_V2_iqr,3,3,3,63.666666666666664,50.0,97.0,False,T_DurFull,V2,iqr
T_DurFull_V2_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,V2,count
T_DurFull_V3,3,3,3,87.41125541125541,86.0,123.14285714285715,False,T_DurFull,V3,mean
T_DurFull_V3_iqr,3,3,3,22.666666666666668,29.0,39.0,False,T_DurFull,V3,iqr
T_DurFull_V3_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,V3,count
T_DurFull_V4,3,3,3,79.8008658008658,55.636363636363626,128.85714285714283,False,T_DurFull,V4,mean
T_DurFull_V4_iqr,3,3,3,75.0,96.0,127.0,False,T_DurFull,V4,iqr
T_DurFull_V4_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,V4,count
T_DurFull_V5,3,3,3,100.83116883116884,56.363636363636374,212.85714285714283,False,T_DurFull,V5,mean
T_DurFull_V5_iqr,3,3,3,18.666666666666668,1.0,55.0,False,T_DurFull,V5,iqr
T_DurFull_V5_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,V5,count
T_DurFull_V6,3,3,3,90.96969696969695,76.54545454545453,148.0,False,T_DurFull,V6,mean
T_DurFull_V6_iqr,3,3,3,27.333333333333332,34.0,43.0,False,T_DurFull,V6,iqr
T_DurFull_V6_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,V6,count
T_DurFull_aVF,3,3,3,92.77056277056276,86.9090909090909,126.85714285714286,False,T_DurFull,aVF,mean
T_DurFull_aVF_iqr,3,3,3,87.33333333333333,62.0,187.0,False,T_DurFull,aVF,iqr
T_DurFull_aVF_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,aVF,count
T_DurFull_aVL,3,3,3,77.34199134199135,77.27272727272728,126.57142857142858,False,T_DurFull,aVL,mean
T_DurFull_aVL_iqr,3,3,3,19.666666666666668,17.0,41.0,False,T_DurFull,aVL,iqr
T_DurFull_aVL_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,aVL,count
T_DurFull_aVR,3,3,3,41.870129870129865,31.27272727272728,81.42857142857142,False,T_DurFull,aVR,mean
T_DurFull_aVR_iqr,3,3,3,41.0,37.0,72.0,False,T_DurFull,aVR,iqr
T_DurFull_aVR_count,3,3,3,0.0,0.0,0.0,True,T_DurFull,aVR,count
T_Dur_Global,3,3,3,55.82683982683981,55.45454545454544,57.45454545454544,False,T_Dur,Global,mean
T_Dur_Global_iqr,3,3,3,36.666666666666664,5.0,101.0,False,T_Dur,Global,iqr
T_Dur_Global_count,3,3,3,0.0,0.0,0.0,True,T_Dur,Global,count
