model_name,probability_mode,split,threshold,macro_net_benefit,macro_treat_all_net_benefit,macro_treat_none_net_benefit,macro_net_benefit_vs_treat_all,macro_net_benefit_vs_treat_none,analysis_subset
structured_mlp,temperature_scaled,test,0.37,0.15942482813231112,-0.20199402512327688,0.0,0.361418853255588,0.15942482813231112,retained_80_coverage
structured_mlp,temperature_scaled,test,0.38,0.15836442103723208,-0.22138102552849098,0.0,0.37974544656572307,0.15836442103723208,retained_80_coverage
structured_mlp,temperature_scaled,test,0.39,0.15676183041522618,-0.24140366529125315,0.0,0.39816549570647936,0.15676183041522618,retained_80_coverage
structured_mlp,temperature_scaled,test,0.4,0.15521541950113377,-0.26209372637944073,0.0,0.4173091458805745,0.15521541950113377,retained_80_coverage
structured_mlp,temperature_scaled,test,0.41,0.1534839924670433,-0.2834851454706175,0.0,0.4369691379376608,0.1534839924670433,retained_80_coverage
structured_mlp,temperature_scaled,test,0.42,0.15240441003987804,-0.3056141997028695,0.0,0.45801860974274755,0.15240441003987804,retained_80_coverage
structured_mlp,temperature_scaled,test,0.43,0.15052114413016668,-0.3285197119783585,0.0,0.4790408561085252,0.15052114413016668,retained_80_coverage
structured_mlp,temperature_scaled,test,0.44,0.1487528344671202,-0.35224327826368645,0.0,0.5009961127308067,0.1487528344671202,retained_80_coverage
structured_mlp,temperature_scaled,test,0.45,0.14724799010513295,-0.3768295196866625,0.0,0.5240775097917955,0.14724799010513295,retained_80_coverage
structured_mlp,temperature_scaled,test,0.46,0.14583438313597044,-0.40232636264382293,0.0,0.5481607457797935,0.14583438313597044,retained_80_coverage
structured_mlp,temperature_scaled,test,0.47,0.14423480083857443,-0.4287853506182346,0.0,0.5730201514568091,0.14423480083857443,retained_80_coverage
structured_mlp,temperature_scaled,test,0.48,0.14308390022675738,-0.4562619919762776,0.0,0.599345892203035,0.14308390022675738,retained_80_coverage
structured_mlp,temperature_scaled,test,0.49,0.14052509892846027,-0.48481614868169476,0.0,0.625341247610155,0.14052509892846027,retained_80_coverage
structured_mlp,temperature_scaled,test,0.5,0.13945578231292516,-0.5145124716553288,0.0,0.653968253968254,0.13945578231292516,retained_80_coverage
