model_name,probability_mode,split,threshold,macro_net_benefit,macro_treat_all_net_benefit,macro_treat_none_net_benefit,macro_net_benefit_vs_treat_all,macro_net_benefit_vs_treat_none
fair_concat_mlp,temperature_scaled,test,0.29,0.1746607030719348,-0.05063502031296059,0.0,0.2252957233848954,0.1746607030719348
fair_concat_mlp,temperature_scaled,test,0.3,0.17240348368646824,-0.06564409203171717,0.0,0.23804757571818538,0.17240348368646824
fair_concat_mlp,temperature_scaled,test,0.31,0.17109625351109706,-0.08108820930753917,0.0,0.2521844628186362,0.17109625351109706
fair_concat_mlp,temperature_scaled,test,0.32,0.16892362040357542,-0.09698656532676768,0.0,0.26591018573034314,0.16892362040357542
fair_concat_mlp,temperature_scaled,test,0.33,0.16676897586679884,-0.113359499137615,0.0,0.28012847500441385,0.16676897586679884
fair_concat_mlp,temperature_scaled,test,0.34,0.16466760415805,-0.1302285824578819,0.0,0.2948961866159319,0.16466760415805
fair_concat_mlp,temperature_scaled,test,0.35,0.16307832295093444,-0.1476167144956954,0.0,0.31069503744662985,0.16307832295093444
fair_concat_mlp,temperature_scaled,test,0.36,0.1613626023657871,-0.16554822565969063,0.0,0.32691082802547766,0.1613626023657871
fair_concat_mlp,temperature_scaled,test,0.37,0.1586030590580181,-0.18404899114635243,0.0,0.3426520502043705,0.1586030590580181
fair_concat_mlp,temperature_scaled,test,0.38,0.15708121752913207,-0.20314655551968067,0.0,0.3602277730488127,0.15708121752913207
fair_concat_mlp,temperature_scaled,test,0.39,0.15527379585017678,-0.2228702695445935,0.0,0.37814406539477025,0.15527379585017678
fair_concat_mlp,temperature_scaled,test,0.4,0.15359417652411284,-0.2432514407036701,0.0,0.3968456172277829,0.15359417652411284
fair_concat_mlp,temperature_scaled,test,0.41,0.1522724819173054,-0.2643234990206812,0.0,0.4165959809379867,0.1522724819173054
fair_concat_mlp,temperature_scaled,test,0.42,0.1508361833641869,-0.2861221800382793,0.0,0.4369583634024662,0.1508361833641869
fair_concat_mlp,temperature_scaled,test,0.43,0.14859601232380315,-0.30868572705649466,0.0,0.4572817393802978,0.14859601232380315
fair_concat_mlp,temperature_scaled,test,0.44,0.1464253217210451,-0.3320551150396464,0.0,0.4784804367606915,0.1464253217210451
fair_concat_mlp,temperature_scaled,test,0.45,0.14352717346347918,-0.35627429894945817,0.0,0.4998014724129374,0.14352717346347918
fair_concat_mlp,temperature_scaled,test,0.46,0.14146193509250832,-0.3813904896707445,0.0,0.5228524247632528,0.14146193509250832
fair_concat_mlp,temperature_scaled,test,0.47,0.1391590983226604,-0.407454461173966,0.0,0.5466135594966264,0.1391590983226604
fair_concat_mlp,temperature_scaled,test,0.48,0.13767760901518863,-0.4345208931196193,0.0,0.5721985021348079,0.13767760901518863
fair_concat_mlp,temperature_scaled,test,0.49,0.13688558225838104,-0.46264875376902354,0.0,0.5995343360274046,0.13688558225838104
fair_concat_mlp,temperature_scaled,test,0.5,0.13548680618744313,-0.49190172884440403,0.0,0.6273885350318472,0.13548680618744313
gated_fusion_mlp,temperature_scaled,test,0.01,0.2472385364105109,0.24651427836141213,0.0,0.0007242580490988193,0.2472385364105109
